1.1.1,1.1.2,1.1.3,1.1.4,1.1.5,1.2.1.,1.2.2,1.2.3,1.2.4,1.2.5,1.3.1,1.3.2,1.3.3,1.3.4,1.3.5,2.1.1,2.1.2,2.1.3,2.1.4,2.1.5,2.2.1,2.2.2,2.2.3,2.2.4,2.2.5,2.3.1,2.3.2,2.3.3,2.3.4,2.3.5,3.1.1,3.1.2,3.1.3,3.1.4,3.1.5,3.2.1,3.2.2,3.2.3,3.2.4,3.2.5,3.3.1,3.3.2,3.3.3,3.3.4,3.3.5,4.1.1,4.1.2,4.1.3,4.1.4,4.1.5,4.2.1,4.2.2,4.2.3,4.2.4,4.2.5,4.3.1,4.3.2,4.3.3,4.3.4,4.3.5,5.1.1,5.1.2,5.1.3,5.1.4,5.1.5,"5.2,1",5.2.2,5.2.3,5.2.4,5.2.5,5.3.1,5.3.2,5.3.3,5.3.4,5.3.5,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,2.4,2.5,3.1,3.2,3.3,3.4,3.5,4.1,4.2,4.3,4.4,4.5,5.1,5.2,5.3,5.4,5.5
2,3,4,1,5,4,5,3,2,1,3,2,5,4,1,4,3,5,2,1,5,1,3,4,2,2,4,1,5,3,3,4,2,1,5,1,5,3,4,2,5,2,4,3,1,5,3,1,4,2,4,1,5,2,3,1,4,2,3,5,5,3,1,4,2,4,5,3,1,2,1,2,4,5,3,8,15,12,2,5,20,3,15,8,2,3,20,6,4,10,20,3,5,8,6,20,15,3,4,4
2,3,4,1,5,4,5,3,2,1,3,2,5,4,1,4,3,5,2,1,5,1,3,4,2,2,4,1,5,3,3,4,2,1,5,1,5,3,4,2,5,2,4,3,1,5,3,1,4,2,4,1,5,2,3,1,4,2,3,5,5,3,1,4,2,4,5,3,1,2,1,2,4,5,3,8,15,12,2,5,20,3,15,8,2,3,20,6,4,10,20,3,5,8,6,20,15,3,4,4
2,3,4,1,5,4,5,3,2,1,3,2,5,4,1,4,3,5,2,1,5,1,3,4,2,2,4,1,5,3,3,4,2,1,5,1,5,3,4,2,5,2,4,3,1,5,3,1,4,2,4,1,5,2,3,1,4,2,3,5,5,3,1,4,2,4,5,3,1,2,1,2,4,5,3,8,15,12,2,5,20,3,15,8,2,3,20,6,4,10,20,3,5,8,6,20,15,3,4,4
2,3,4,1,5,4,5,3,2,1,3,2,5,4,1,4,3,5,2,1,5,1,3,4,2,2,4,1,5,3,3,4,2,1,5,1,5,3,4,2,5,2,4,3,1,5,3,1,4,2,4,1,5,2,3,1,4,2,3,5,5,3,1,4,2,4,5,3,1,2,1,2,4,5,3,8,15,12,2,5,20,3,15,8,2,3,20,6,4,10,20,3,5,8,6,20,15,3,4,4
2,3,4,1,5,4,5,3,2,1,3,2,5,4,1,4,3,5,2,1,5,1,3,4,2,2,4,1,5,3,3,4,2,1,5,1,5,3,4,2,5,2,4,3,1,5,3,1,4,2,4,1,5,2,3,1,4,2,3,5,5,3,1,4,2,4,5,3,1,2,1,2,4,5,3,8,15,12,2,5,20,3,15,8,2,3,20,6,4,10,20,3,5,8,6,20,15,3,4,4
2,3,4,1,5,4,5,3,2,1,3,2,5,4,1,4,3,5,2,1,5,1,3,4,2,2,4,1,5,3,3,4,2,1,5,1,5,3,4,2,5,2,4,3,1,5,3,1,4,2,4,1,5,2,3,1,4,2,3,5,5,3,1,4,2,4,5,3,1,2,1,2,4,5,3,8,15,12,2,5,20,3,15,8,2,3,20,6,4,10,20,3,5,8,6,20,15,3,4,4
2,3,4,1,5,4,5,3,2,1,3,2,5,4,1,4,3,5,2,1,5,1,3,4,2,2,4,1,5,3,3,4,2,1,5,1,5,3,4,2,5,2,4,3,1,5,3,1,4,2,4,1,5,2,3,1,4,2,3,5,5,3,1,4,2,4,5,3,1,2,1,2,4,5,3,8,15,12,2,5,20,3,15,8,2,3,20,6,4,10,20,3,5,8,6,20,15,3,4,4
2,3,4,1,5,4,5,3,2,1,3,2,5,4,1,4,3,5,2,1,5,1,3,4,2,2,4,1,5,3,3,4,2,1,5,1,5,3,4,2,5,2,4,3,1,5,3,1,4,2,4,1,5,2,3,1,4,2,3,5,5,3,1,4,2,4,5,3,1,2,1,2,4,5,3,8,15,12,2,5,20,3,15,8,2,3,20,6,4,10,20,3,5,8,6,20,15,3,4,4
2,3,4,1,5,4,5,3,2,1,3,2,5,4,1,4,3,5,2,1,5,1,3,4,2,2,4,1,5,3,3,4,2,1,5,1,5,3,4,2,5,2,4,3,1,5,3,1,4,2,4,1,5,2,3,1,4,2,3,5,5,3,1,4,2,4,5,3,1,2,1,2,4,5,3,8,15,12,2,5,20,3,15,8,2,3,20,6,4,10,20,3,5,8,6,20,15,3,4,4
2,5,4,3,1,2,5,4,3,1,3,5,4,2,1,5,3,4,1,2,5,2,4,1,3,5,3,2,1,4,4,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,1,3,2,5,4,1,3,2,5,4,1,3,2,5,5,4,2,1,3,5,4,2,1,3,5,4,2,1,3,4,25,16,9,1,25,6,16,1,6,16,25,9,4,1,16,1,9,4,25,25,16,4,1,9
2,3,4,1,5,4,5,3,2,1,3,2,5,4,1,4,3,5,2,1,5,1,3,4,2,2,4,1,5,3,3,4,2,1,5,1,5,3,4,2,5,2,4,3,1,5,3,1,4,2,4,1,5,2,3,1,4,2,3,5,5,3,1,4,2,4,5,3,1,2,1,2,4,5,3,8,15,12,2,5,20,3,15,8,2,3,20,6,4,10,20,3,5,8,6,20,15,3,4,4
5,3,4,2,1,4,5,3,2,1,5,4,1,3,2,5,3,4,2,1,5,3,1,2,4,5,4,2,3,1,5,4,3,1,2,4,5,3,2,1,5,4,3,2,1,3,4,5,2,1,4,5,3,2,1,4,5,3,2,1,2,1,3,4,5,3,4,2,1,5,2,4,3,1,5,20,15,12,4,1,25,9,4,4,4,20,20,9,2,2,12,20,15,4,1,6,4,6,4,25
4,2,3,5,1,3,4,2,5,1,5,4,3,1,2,4,3,2,5,1,4,3,1,2,5,1,3,4,5,2,5,3,2,4,1,4,3,2,5,1,4,5,3,2,1,4,5,1,3,2,2,3,1,4,5,4,2,1,3,5,2,3,4,1,5,1,2,5,4,3,4,1,5,3,2,12,8,6,25,1,16,9,2,10,5,20,9,4,20,1,8,15,1,12,10,2,6,20,4,15
2,3,4,1,5,4,5,3,2,1,3,2,5,4,1,4,3,5,2,1,5,1,3,4,2,2,4,1,5,3,3,4,2,1,5,1,5,3,4,2,5,2,4,3,1,5,3,1,4,2,4,1,5,2,3,1,4,2,3,5,5,3,1,4,2,4,5,3,1,2,1,2,4,5,3,8,15,12,2,5,20,3,15,8,2,3,20,6,4,10,20,3,5,8,6,20,15,3,4,4
5,1,2,4,3,3,4,2,5,1,3,2,1,4,5,5,2,3,1,4,5,2,1,3,4,4,5,3,2,1,5,4,3,2,1,3,5,2,4,1,4,3,5,2,1,3,2,1,5,4,3,2,4,5,1,3,4,2,1,5,5,1,2,3,4,5,2,3,1,4,4,1,2,3,5,15,4,4,20,3,25,4,3,3,16,15,20,6,8,1,9,4,4,25,4,25,2,6,3,16
5,2,3,4,1,5,4,1,3,2,5,2,1,4,3,5,1,2,4,3,4,1,2,3,5,3,5,4,2,1,3,4,1,5,2,4,1,2,5,3,4,3,5,2,1,1,4,5,2,3,1,4,5,2,3,4,5,1,3,2,5,1,2,4,3,5,2,1,4,3,5,4,1,3,2,25,8,3,12,2,20,1,4,12,15,12,4,2,25,6,1,16,25,4,9,25,2,2,16,9
5,4,3,2,1,2,3,4,5,1,5,4,3,2,1,5,4,3,1,2,5,4,3,2,1,5,4,3,1,2,5,4,3,2,1,5,4,1,3,2,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,2,1,3,5,3,4,2,1,3,4,5,2,1,10,12,12,10,1,25,16,9,2,2,25,16,3,6,2,25,16,9,4,1,25,12,8,2,3
5,2,3,4,1,5,4,1,3,2,5,2,3,4,1,5,2,1,4,3,5,2,1,4,3,5,2,1,4,3,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,5,3,1,2,4,5,3,1,2,4,5,3,1,2,4,25,8,3,12,2,25,4,1,16,9,9,4,16,1,25,25,9,4,1,16,25,9,1,4,16
5,4,3,2,1,5,4,2,3,1,4,3,5,2,1,5,4,3,1,2,4,3,5,2,1,4,5,3,1,2,4,5,3,1,2,4,5,1,3,2,4,5,3,1,2,3,4,5,1,2,4,5,1,2,3,4,3,5,1,2,4,3,5,2,1,5,4,2,3,1,4,5,3,2,1,25,16,6,6,1,20,12,15,2,2,16,25,3,3,4,12,20,5,2,6,20,12,10,6,1
5,2,3,4,1,5,2,3,4,1,5,2,3,4,1,5,2,1,4,3,5,2,1,4,3,5,2,1,4,3,4,1,2,3,5,4,1,2,3,5,4,1,2,3,5,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,5,3,1,2,4,5,3,1,2,4,5,3,1,2,4,25,4,9,16,1,25,4,1,16,9,16,1,4,9,25,25,9,4,1,16,25,9,1,4,16
3,4,5,2,1,2,4,5,3,1,5,1,4,3,2,3,2,4,1,5,4,2,3,1,5,3,2,4,1,5,5,4,3,2,1,3,4,2,5,1,2,3,4,5,1,3,2,4,5,1,2,5,3,1,4,2,1,4,3,5,4,1,3,2,5,5,1,2,3,4,5,1,3,2,4,6,16,25,6,1,12,4,12,1,25,15,16,6,10,1,6,10,12,5,4,20,1,6,6,20
4,5,3,2,1,1,2,3,4,5,1,2,3,4,5,3,5,1,2,4,5,1,2,4,3,2,4,3,5,1,2,5,1,4,3,2,4,1,5,3,4,5,3,1,2,5,4,3,2,1,3,2,1,4,5,5,2,4,3,1,5,4,3,2,1,5,3,4,2,1,2,1,4,3,5,4,10,9,8,5,15,5,2,8,12,4,20,1,20,9,15,8,3,8,5,25,12,12,4,1
4,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,1,2,3,5,4,1,2,3,5,4,1,2,3,5,4,3,2,5,1,4,3,2,5,1,4,3,2,5,1,4,1,3,2,5,4,1,3,2,5,4,1,3,2,5,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,16,25,9,4,1,16,1,4,9,25,16,9,4,25,1,16,1,9,4,25,25,1,4,9,16
2,4,3,5,1,2,5,4,3,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,3,5,4,2,1,5,3,4,2,1,3,5,4,2,1,4,3,5,2,1,5,4,2,3,1,5,4,3,1,2,5,3,4,2,1,5,3,4,2,1,5,4,2,3,1,4,5,3,2,1,4,20,12,15,1,25,16,9,4,1,15,15,16,4,1,25,16,6,3,2,25,12,8,6,1
5,2,3,4,1,5,2,3,4,1,5,2,3,4,1,5,2,1,4,3,5,2,1,4,3,5,2,1,4,3,4,1,2,3,5,4,1,2,3,5,4,1,2,3,5,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,5,3,1,2,4,5,3,1,2,4,5,3,1,2,4,25,4,9,16,1,25,4,1,16,9,16,1,4,9,25,25,9,4,1,16,25,9,1,4,16
5,2,3,4,1,5,2,3,4,1,5,2,3,4,1,5,2,1,4,3,5,2,1,4,3,5,2,1,4,3,4,1,2,3,5,4,1,2,3,5,4,1,2,3,5,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,5,3,1,2,4,5,3,1,2,4,5,3,1,2,4,25,4,9,16,1,25,4,1,16,9,16,1,4,9,25,25,9,4,1,16,25,9,1,4,16
5,2,3,4,1,5,2,3,4,1,5,2,3,4,1,5,2,1,3,4,5,2,1,4,3,5,2,1,4,3,4,1,2,3,5,4,1,2,3,5,4,1,2,3,5,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,5,3,1,2,4,5,3,1,2,4,5,3,1,2,4,25,4,9,16,1,25,4,1,12,12,16,1,4,9,25,25,9,4,1,16,25,9,1,4,16
5,4,3,2,1,4,1,3,2,5,4,5,3,2,1,5,3,2,1,4,4,3,2,1,5,5,4,3,2,1,3,4,1,2,5,5,4,2,1,3,5,4,3,2,1,3,5,4,2,1,4,2,3,1,5,5,4,2,3,1,5,4,3,2,1,5,4,2,1,3,5,4,3,1,2,20,4,9,4,5,20,9,4,1,20,15,16,2,2,15,12,10,12,2,5,25,16,6,2,3
5,4,3,2,1,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,5,8,9,8,5,1,4,9,16,25,1,4,9,16,25,1,4,9,16,25,1,4,9,16,25
5,2,4,3,1,2,4,5,3,1,2,3,4,1,5,5,2,4,1,3,5,2,4,1,3,5,1,4,3,2,3,4,2,5,1,3,4,2,5,1,3,5,4,2,1,1,5,3,2,4,1,5,3,2,4,3,5,2,4,1,3,1,2,5,4,3,1,2,5,4,4,3,5,2,1,10,8,20,9,1,25,4,16,1,9,9,16,4,25,1,1,25,9,4,16,9,1,4,25,16
5,4,3,2,1,4,3,2,1,5,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,3,1,4,5,2,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,20,12,6,2,5,25,16,9,4,1,25,16,9,4,1,15,4,12,10,2,25,16,9,4,1
5,4,3,2,1,1,2,3,4,5,3,4,5,2,1,5,4,2,1,3,5,4,2,1,3,5,3,2,4,1,5,4,1,3,2,4,3,2,1,5,4,2,5,3,1,5,2,3,1,4,5,2,1,3,4,5,2,4,1,3,5,2,3,1,4,5,1,2,3,4,1,5,4,3,2,5,8,9,8,5,25,16,4,1,9,20,12,2,3,10,25,4,3,3,16,25,2,6,3,16
5,4,3,2,1,5,4,2,3,1,2,5,4,3,1,5,4,2,3,1,5,2,1,4,3,4,1,2,5,3,5,4,2,3,1,5,4,2,3,1,5,4,2,3,1,4,5,3,2,1,5,4,3,1,2,5,4,3,1,2,5,1,2,3,4,5,1,2,3,4,5,2,1,3,4,25,16,6,6,1,25,8,2,12,3,25,16,4,9,1,20,20,9,2,2,25,1,4,9,16
2,4,3,1,5,2,4,3,1,5,4,2,3,5,1,1,3,5,2,4,1,3,5,2,4,5,3,1,4,2,3,2,5,4,1,3,2,5,4,1,3,4,1,2,5,1,2,3,4,5,1,2,3,4,5,5,4,3,2,1,5,1,2,3,4,5,1,2,3,4,1,5,4,3,2,4,16,9,1,25,1,9,25,4,16,9,4,25,16,1,1,4,9,16,25,25,1,4,9,16
5,4,3,2,1,3,5,4,2,1,3,1,2,5,4,5,1,3,2,4,5,1,3,2,4,4,1,2,3,5,1,3,4,5,2,1,3,4,5,2,2,3,5,4,1,4,1,2,3,5,4,2,1,3,5,4,2,1,3,5,5,1,4,2,3,5,1,4,2,3,5,1,4,2,3,15,20,12,4,1,25,1,9,4,16,1,9,16,25,4,16,2,2,9,25,25,1,16,4,9
5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,25,16,9,4,1,25,16,9,4,1,25,16,9,4,1,25,16,9,4,1,1,4,9,16,25
4,3,2,1,5,3,2,4,1,5,3,2,4,1,5,2,5,3,4,1,3,2,1,4,5,3,2,1,5,4,4,3,2,5,1,4,3,2,1,5,3,2,1,4,5,2,3,4,1,5,2,5,4,1,3,2,3,5,4,1,3,4,5,2,1,3,4,5,2,1,4,5,3,2,1,12,6,8,1,25,6,10,3,16,5,16,9,4,5,5,4,15,16,1,15,9,16,25,4,1
1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,4,9,16,25,1,4,9,16,25,1,4,9,16,25,1,4,9,16,25,1,4,9,16,25
3,5,2,1,4,2,3,1,4,5,2,3,1,4,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,5,5,4,2,3,1,5,4,2,3,1,5,3,2,4,1,1,3,2,4,5,4,3,1,2,5,5,4,3,2,1,3,1,2,4,5,5,2,3,4,1,5,2,3,1,4,6,15,2,4,20,9,4,1,16,25,25,16,4,9,1,4,9,2,8,25,15,2,6,16,5
5,4,3,2,1,5,4,3,1,2,5,4,2,1,3,5,1,2,4,3,5,1,2,4,3,5,1,2,4,3,3,5,2,4,1,3,5,1,4,2,3,5,4,2,1,5,4,1,2,3,2,5,3,4,1,2,5,3,4,1,4,1,5,2,3,4,1,5,2,3,4,1,5,2,3,25,16,9,2,2,25,1,4,16,9,9,25,2,16,2,10,20,3,8,3,16,1,25,4,9
2,5,1,4,3,2,5,1,3,4,2,5,1,3,4,2,3,1,4,5,2,1,3,4,5,1,2,3,4,5,4,3,1,5,2,3,4,2,5,1,3,5,2,4,1,5,4,2,1,3,4,5,2,1,3,3,2,5,1,4,5,1,4,2,3,5,1,2,4,3,3,1,5,4,2,4,25,1,12,12,4,3,3,16,25,12,12,2,25,2,20,20,4,1,9,25,1,8,8,9
5,4,1,3,2,5,4,1,3,2,5,4,1,3,2,5,1,2,4,3,5,1,2,4,3,5,1,2,4,3,1,4,2,5,3,1,4,2,5,3,1,4,2,5,3,3,4,5,2,1,3,4,5,2,1,3,4,5,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,25,16,1,9,4,25,1,4,16,9,1,16,4,25,9,9,16,25,4,1,25,16,9,4,1
5,1,2,4,3,5,3,2,4,1,4,5,1,2,3,5,2,3,4,1,5,1,2,4,3,1,5,4,2,3,4,5,1,2,3,1,3,2,4,5,4,3,1,5,2,1,5,4,2,3,4,3,5,2,1,1,2,3,4,5,1,2,3,4,5,5,1,2,3,4,1,2,3,4,5,25,3,4,16,3,25,2,6,16,3,4,15,2,8,15,4,15,20,4,3,5,2,6,12,20
5,4,1,2,3,5,2,3,4,1,5,4,1,2,3,5,2,3,1,4,5,3,2,1,4,5,3,2,4,1,5,4,3,1,2,4,5,3,1,2,4,5,3,1,2,1,4,3,2,5,4,5,3,1,2,3,5,2,4,1,4,5,3,2,1,5,3,4,2,1,3,5,4,2,1,25,8,3,8,3,25,6,6,1,16,20,20,9,1,4,4,20,9,2,10,20,15,12,4,1
4,5,3,2,1,3,5,4,1,2,4,5,3,2,1,5,4,1,3,2,5,4,2,3,1,5,3,2,4,1,4,5,2,3,1,4,5,3,2,1,5,3,4,2,1,4,5,3,2,1,3,4,5,2,1,3,4,5,2,1,4,3,5,2,1,4,3,5,2,1,5,3,4,2,1,12,25,12,2,2,25,16,2,9,2,16,25,6,6,1,12,20,15,4,1,16,9,25,4,1
4,5,3,1,2,4,5,3,1,2,5,2,4,3,1,5,1,3,2,4,5,3,2,1,4,2,5,1,4,3,4,5,3,2,1,3,5,1,4,2,5,1,2,4,3,4,5,2,3,1,3,5,2,4,1,4,2,3,1,5,5,4,3,2,1,5,4,3,2,1,1,2,4,3,5,16,25,9,1,4,25,3,6,2,16,12,25,3,8,2,12,25,4,12,1,25,16,9,4,1
1,3,5,2,4,1,2,5,4,3,1,2,5,3,4,5,4,3,1,2,5,4,3,1,2,4,5,3,1,2,5,1,4,3,2,5,1,4,3,2,5,1,4,3,2,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,2,3,1,4,5,2,3,1,4,5,2,3,1,4,1,6,25,8,12,25,16,9,1,4,25,1,16,9,4,25,1,4,9,16,25,4,9,1,16
1,3,2,4,5,1,3,4,2,5,1,2,4,3,5,4,2,3,1,5,1,4,3,2,5,3,4,1,2,5,4,5,2,3,1,3,4,2,1,5,5,1,4,3,2,1,2,5,4,3,5,3,4,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,1,2,3,4,5,1,9,8,8,25,4,8,9,2,25,12,20,4,3,5,5,6,20,8,3,25,16,9,4,1
4,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,5,3,2,1,4,1,2,3,5,4,1,2,3,5,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,16,25,9,4,1,16,5,6,6,5,4,9,16,25,1,9,4,16,1,25,9,4,16,1,25
3,4,2,5,1,2,4,5,3,1,2,3,5,4,1,4,3,2,5,1,4,3,2,5,1,4,3,2,5,1,3,2,4,5,1,4,5,3,2,1,5,4,3,2,1,1,3,2,4,5,1,4,2,3,5,5,4,3,2,1,3,2,4,5,1,4,3,5,2,1,4,3,2,5,1,6,16,10,15,1,16,9,4,25,1,12,10,12,10,1,1,12,4,12,25,12,6,20,10,1
4,3,2,1,5,4,3,2,1,5,5,4,3,2,1,4,2,5,3,1,4,3,5,2,1,3,4,5,2,1,5,4,3,2,1,4,5,3,2,1,5,4,3,2,1,3,4,5,1,2,5,4,3,1,2,5,4,3,2,1,5,2,3,4,1,5,4,3,2,1,4,5,2,3,1,16,9,4,1,25,16,6,25,6,1,20,20,9,4,1,15,16,15,1,4,25,8,9,8,1
2,5,3,4,1,4,3,2,1,5,3,2,4,1,5,5,4,1,3,2,3,2,1,5,4,2,3,1,4,5,3,2,1,4,5,2,3,5,4,1,3,1,2,5,4,1,3,2,4,5,5,2,3,1,4,4,3,5,2,1,2,5,3,1,4,4,3,5,2,1,4,2,5,3,1,8,15,6,4,5,15,8,1,15,8,6,6,5,16,5,5,6,6,4,20,8,15,15,2,4
4,3,5,2,1,2,1,3,4,5,5,1,2,3,4,3,2,4,1,5,4,2,3,1,5,3,4,2,5,1,3,4,2,5,1,3,2,1,5,4,3,2,4,1,5,5,3,4,2,1,4,3,5,1,2,1,5,2,4,3,5,1,3,2,4,4,1,3,5,2,2,1,5,4,3,8,3,15,8,5,12,4,12,1,25,9,8,2,25,4,20,9,20,2,2,20,1,9,10,8
5,1,2,4,3,5,3,1,4,2,4,1,2,3,5,5,1,2,3,4,5,1,2,3,4,3,5,4,2,1,4,5,1,3,2,4,5,1,3,2,4,1,5,3,2,1,3,2,5,4,4,5,3,2,1,3,2,1,4,5,5,1,2,3,4,5,1,2,3,4,3,5,2,4,1,25,3,2,16,6,25,1,4,9,16,16,25,1,9,4,4,15,6,10,4,25,1,4,9,16
5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,4,3,1,2,5,5,4,3,2,1,5,4,3,1,2,5,1,4,3,2,5,4,3,2,1,5,3,4,2,1,5,3,4,2,1,5,3,4,2,1,5,3,4,2,1,4,5,3,1,2,4,5,1,2,3,5,4,3,1,2,25,16,9,4,1,20,12,3,4,5,25,4,12,6,2,25,9,16,4,1,16,25,3,2,6
1,2,3,4,5,1,2,3,4,5,1,2,3,5,4,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,3,2,4,5,1,2,3,4,5,1,4,3,2,5,1,2,3,4,5,1,2,4,3,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,4,9,16,25,1,4,9,16,25,1,6,6,16,25,1,8,9,8,25,1,4,9,16,25
1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,4,9,16,25,1,4,9,16,25,1,4,9,16,25,1,4,9,16,25,1,4,9,16,25
3,4,5,2,1,4,2,5,3,1,3,2,5,1,4,5,2,3,1,4,5,3,4,2,1,4,5,3,2,1,4,5,2,3,1,3,5,1,2,4,2,1,5,4,3,1,5,4,3,2,5,3,4,2,1,4,3,2,5,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,12,8,25,6,1,25,6,12,2,4,12,25,2,6,4,5,15,16,6,2,25,16,9,4,1
5,3,2,4,1,5,2,3,4,1,5,3,4,2,1,5,2,4,3,1,4,2,5,3,1,4,2,3,1,5,4,2,3,5,1,5,1,4,3,2,2,3,1,4,5,2,1,4,3,5,3,4,2,1,5,4,3,2,5,1,2,3,4,1,5,3,2,4,5,1,3,2,4,1,5,25,6,6,16,1,20,4,20,9,1,20,2,12,15,2,6,4,8,3,25,6,6,16,5,5
5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,5,3,1,4,2,5,3,1,4,2,5,1,3,4,2,2,5,3,4,1,2,5,1,4,3,5,4,2,3,1,3,5,2,4,1,4,5,2,3,1,2,5,3,4,1,5,3,4,2,1,5,2,4,3,1,5,2,4,3,1,25,16,9,4,1,25,9,1,16,4,4,25,3,16,3,12,25,4,12,1,25,6,16,6,1
1,2,3,5,4,3,2,4,1,5,3,5,4,1,2,5,4,1,2,3,4,3,5,2,1,3,2,4,1,5,2,3,1,4,5,2,3,1,5,4,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,3,2,5,4,1,2,3,4,5,1,2,3,5,4,1,2,3,4,5,3,4,12,5,20,20,12,5,4,3,4,9,1,20,20,1,4,9,16,25,1,4,9,20,20
1,3,2,4,5,4,3,1,2,5,3,4,5,2,1,4,3,2,1,5,1,2,3,4,5,4,3,2,1,5,5,3,2,1,4,4,3,5,1,2,4,3,1,5,2,3,2,4,5,1,3,2,4,5,1,3,2,1,4,5,4,3,2,1,5,4,3,5,1,2,4,3,2,1,5,4,9,2,8,25,4,6,6,4,25,20,9,10,1,8,9,4,16,25,1,16,9,10,1,10
1,2,4,5,3,2,1,4,5,3,1,4,2,5,3,3,2,5,1,4,2,4,3,5,1,1,3,4,2,5,5,2,3,4,1,5,2,3,4,1,5,2,3,4,1,5,3,4,1,2,5,4,2,3,1,4,3,2,5,1,4,3,2,5,1,4,3,2,5,1,2,3,1,4,5,2,2,16,25,9,6,8,15,5,4,25,4,9,16,1,25,12,8,3,2,16,9,4,25,1
3,2,1,5,4,5,3,2,4,1,5,3,2,4,1,4,2,1,5,3,4,3,1,5,2,2,1,3,5,4,5,4,3,2,1,4,3,2,1,5,5,3,4,2,1,1,3,2,4,5,1,5,4,3,2,1,3,2,4,5,5,2,4,3,1,5,4,3,2,1,5,4,3,2,1,15,6,2,20,4,16,6,1,25,6,20,12,6,2,5,1,15,8,12,10,25,8,12,6,1
1,3,4,5,2,3,5,4,2,1,3,4,1,2,5,5,3,4,2,1,5,4,3,1,2,3,4,2,1,5,4,3,1,5,2,4,2,1,3,5,4,2,3,5,1,4,3,5,2,1,1,2,3,4,5,1,2,3,4,5,5,4,3,2,1,5,2,3,1,4,5,2,3,1,4,3,15,16,10,2,25,12,12,2,2,16,6,1,15,10,4,6,15,8,5,25,8,9,2,4
4,5,1,3,2,5,4,1,3,2,5,4,1,3,2,5,1,2,3,4,5,4,1,3,2,5,4,1,2,3,1,4,3,5,2,1,5,2,3,4,5,4,3,1,2,1,4,3,5,2,4,3,5,2,1,5,4,3,2,1,5,4,3,2,1,5,4,3,2,1,3,5,4,1,2,20,20,1,9,4,25,4,2,9,8,1,20,6,15,8,4,12,15,10,2,25,16,9,4,1
2,5,4,1,3,2,5,4,1,3,4,2,3,1,5,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,4,5,1,3,2,4,5,1,3,2,4,5,1,3,2,5,3,4,1,2,5,2,4,1,3,5,3,4,1,2,5,2,4,3,1,5,1,4,3,2,5,1,4,3,2,4,25,16,1,9,25,9,4,16,1,16,25,1,9,4,25,6,16,1,6,25,2,16,9,2
